CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
2,3,2,2,2,2,6,2,2,CHD4
2,3,2,2,2,2,6,2,2,CHD4
12,2,3,3,12,3,6,3,3,CHD6
12,3,12,3,3,3,5,3,2,CHD6
10,5,3,3,3,5,12,10,10,CHD7
2,5,2,2,2,2,10,12,2,CHD8
6,2,6,6,8,8,9,6,6,CHD9
8,8,8,8,8,8,8,8,8,CHEK2
12,10,12,2,2,2,6,12,2,CHERP
2,2,12,12,12,3,6,12,2,FOXN3
12,2,3,3,3,3,12,3,3,CHFR
6,8,6,6,6,8,8,11,6,CHIC2
10,10,6,11,10,10,5,11,6,CHKA
3,6,10,6,10,5,6,10,10,CHKA
8,8,8,6,8,8,8,11,11,CHML
2,5,2,2,2,2,12,2,2,CHMP1A
2,5,2,2,2,2,12,2,2,CHMP1B
10,5,3,9,5,5,3,5,10,CHMP2A
12,10,3,12,12,2,5,3,3,CHMP2A
8,8,8,8,8,8,8,8,8,CHMP2A
8,8,8,8,8,8,8,8,8,CHMP2B
8,8,8,8,8,8,8,8,8,CHMP4A
10,5,10,11,10,10,12,10,10,CHMP4B
2,10,12,2,2,2,9,12,2,CHMP5
2,3,2,2,2,2,12,2,2,CHMP5
10,10,6,11,6,10,8,11,11,CHMP5
10,6,10,5,5,5,5,10,10,CHMP6
8,6,8,11,6,8,8,8,6,CHMP7
8,6,6,6,6,10,8,11,6,CHN2
5,3,12,9,3,3,10,12,3,CHORDC1
2,10,12,2,2,2,9,12,2,CHP1
8,10,8,6,6,10,12,8,6,CHPF
3,6,5,12,12,3,3,5,10,CHPT1
2,3,2,2,2,2,12,2,2,CHPT1
3,10,5,3,3,5,5,5,5,CHRAC1
5,5,3,5,5,5,3,5,5,CHRM4
8,8,8,8,8,8,8,8,8,CHRNA2
12,3,3,3,3,5,6,3,3,CHRNA5
5,8,3,12,3,5,10,5,5,CHRNB1
12,6,3,12,12,2,5,3,5,CHRNB4
2,2,2,2,2,2,6,2,2,CHRNE
10,10,10,8,8,8,8,10,10,CHST1
3,6,5,12,12,3,8,5,5,CHST11
8,8,8,8,8,8,8,8,8,CHST12
12,2,2,2,2,2,6,2,2,CHST13
12,5,3,12,12,3,10,3,3,CHST14
12,6,5,2,2,2,8,5,10,CHST15
8,10,6,6,6,8,8,6,6,CHST2
5,5,10,5,5,5,5,10,10,CHST3
6,5,6,6,6,10,12,6,6,CHSY1
5,5,10,5,5,5,5,10,10,CHTF18
2,3,2,2,2,2,6,2,2,HAS3
12,10,12,2,2,2,10,12,2,CHTF8
12,2,2,2,2,2,2,2,2,CHUK
2,10,12,2,2,2,9,12,2,CHURC1
8,8,8,8,8,8,5,8,8,CIAO1
5,10,10,10,10,10,8,10,10,CIAO1
2,5,2,2,2,2,12,2,2,CIAPIN1
5,3,10,5,5,3,12,11,11,CIB1
3,8,10,5,5,5,8,10,10,CIC
6,6,6,8,8,8,10,11,11,RPL12
12,10,12,2,2,2,5,12,2,CIDEA
12,6,3,12,12,2,3,3,3,CIDEB
10,10,10,10,10,10,10,10,5,CIDECP
5,10,5,3,3,3,5,5,5,CIITA
6,8,8,6,6,8,5,8,8,CINP
12,6,3,2,2,2,5,3,3,SARNP
5,8,5,5,5,5,12,5,5,CIR1
6,6,6,6,6,8,8,6,6,CIRBP
10,6,6,10,10,10,8,11,11,UTP4
3,10,5,3,5,5,2,5,5,CISD1
3,3,3,12,12,3,12,3,3,CISD1
12,10,12,12,12,2,5,12,2,CISD2
12,10,12,2,2,2,10,12,2,CISD3
2,3,9,9,12,3,6,3,9,CISH
10,6,6,10,5,10,5,6,11,CITED2
8,8,8,8,8,8,8,8,8,CITED4
2,3,12,2,2,2,12,2,2,CKAP2
2,3,2,2,2,2,6,2,2,CKAP2
8,8,8,6,8,8,8,8,8,CKAP5
2,10,12,2,2,2,10,12,2,CKS1B
2,10,12,2,2,2,9,12,2,CKS1B
10,8,10,3,5,5,3,10,10,CKS2
8,8,8,8,8,8,8,8,8,CKS2
2,3,2,2,2,2,6,2,2,CLASP1
8,8,8,8,8,8,8,8,8,CLASP2
2,3,2,2,2,2,6,2,2,CLC
2,3,2,2,2,2,6,2,2,CLCC1
2,8,12,2,2,2,9,12,2,GPSM2
2,10,12,2,2,2,9,12,2,CLCF1
6,10,6,11,6,10,10,6,6,CLCN3
12,10,12,2,2,2,10,12,3,CLCN6
8,6,6,8,8,8,10,6,6,CLCN6
12,5,12,12,12,2,6,12,2,CLCN7
12,3,12,12,12,2,12,12,2,CLDN14
11,6,3,9,3,3,5,3,3,CLDN14
12,6,12,2,2,2,5,12,3,CLDN19
3,5,12,12,12,3,12,12,3,CLDN23
2,5,2,2,2,2,12,2,2,CLDND1
2,10,2,2,2,2,6,2,2,CLDND1
2,6,2,2,2,2,6,2,2,CLDND2
12,5,12,12,12,3,10,12,2,CLEC10A
5,5,3,5,5,5,5,5,5,CLEC10A
11,8,8,8,8,8,5,8,8,CLEC10A
8,10,6,6,6,8,8,6,6,CLEC11A
2,5,2,2,2,2,12,2,2,CLEC12A
12,6,3,12,12,2,5,3,3,CLEC12A
5,6,10,5,5,5,8,10,10,CLEC16A
8,8,8,8,8,8,8,8,8,CLEC1B
10,8,8,11,10,8,8,8,8,CLEC2B
2,10,12,2,2,2,10,12,2,CLEC2D
9,5,5,9,5,5,3,5,10,CLEC2L
2,5,2,2,2,2,6,2,2,CLEC3B
8,8,8,8,8,8,8,8,8,CLEC4A
2,10,2,2,2,2,12,2,2,CLEC4A
3,10,5,3,3,3,12,5,5,CLEC4D
10,6,10,10,10,10,5,10,10,CLEC4E
8,8,8,8,8,8,8,8,8,CLEC4F
8,8,6,8,8,8,8,10,11,CLEC4G
12,10,12,2,2,2,9,12,3,CLEC5A
12,8,3,2,2,2,3,3,5,CLEC6A
2,2,2,2,2,2,2,2,2,CLEC7A
2,5,2,2,2,2,6,2,2,CLEC7A
3,10,3,12,12,3,10,3,3,CLEC7A
2,5,2,2,2,2,10,2,2,CLECL1
3,3,5,10,5,5,6,5,5,CLIC1
3,3,5,3,3,3,12,5,5,CLIC4
2,5,12,2,2,2,12,12,2,CLIC4
2,10,2,2,2,2,6,2,2,CLIC4
2,5,2,2,2,2,6,2,2,CLINT1
8,8,8,6,8,8,8,8,8,CLIP1
2,10,2,2,2,2,6,2,2,CLIP1
12,3,12,12,12,2,6,12,2,CLIP1
3,10,5,3,3,5,10,5,3,CLIP2
2,5,2,2,2,2,6,2,2,CLIP4
12,10,3,12,12,2,10,3,5,CLK1
2,5,2,2,2,2,12,2,2,CLK1
2,5,2,2,2,2,12,2,2,CLK1
10,6,5,10,10,10,5,10,10,CLK2
3,5,5,10,10,5,10,3,5,CLK2
10,6,6,10,5,10,5,11,11,CLK3
12,3,12,11,5,10,3,12,2,CLK3
5,10,10,5,5,5,8,10,5,CLK3
3,5,3,3,3,3,3,3,3,CLK4
6,8,6,11,10,5,5,6,6,CLMN
8,8,6,8,8,8,12,6,6,CLN3
2,10,2,2,2,2,9,2,2,CLN3
5,8,6,5,5,5,8,11,6,CLN5
12,10,12,2,2,2,10,12,3,CLN6
10,2,10,6,6,10,9,6,11,CLNS1A
2,5,2,2,2,2,12,2,2,CLOCK
10,10,10,5,5,5,8,11,10,CLP1
12,3,5,5,5,5,6,10,10,CLPP
5,2,5,11,6,10,12,11,10,CLPTM1
8,8,8,8,8,8,8,8,8,CLPTM1L
6,6,6,6,6,10,12,6,6,CLPX
8,8,6,6,8,8,8,6,6,CLRN1
8,8,10,8,8,8,8,6,8,CLSTN1
3,6,9,3,3,3,12,9,10,CLSTN1
12,8,3,2,2,2,5,12,3,CLTA
3,3,1,5,10,5,10,6,8,CLTA
8,6,8,8,8,8,8,8,8,CLTB
3,5,3,10,5,5,10,3,3,CLTC
6,8,10,11,10,8,10,11,11,CLTCL1
6,3,6,11,6,10,3,11,6,CLUAP1
2,5,2,2,2,2,2,2,2,CLUAP1
12,2,12,12,12,3,12,12,2,CLUAP1
2,5,2,2,2,2,12,2,2,CLUAP1
5,10,6,10,10,5,10,11,10,CLUL1
5,8,5,3,3,5,5,10,10,CLYBL
2,5,2,2,2,2,6,2,2,CLYBL
2,5,2,2,2,2,6,2,2,CMAHP
3,8,5,12,12,3,3,5,5,CMAS
6,6,6,6,6,10,8,11,11,CMAS
5,10,10,10,10,10,8,11,10,CMC1
6,10,3,9,10,5,10,3,5,CMIP
2,3,2,2,2,2,12,2,2,CMIP
6,6,6,6,6,10,8,10,10,CMPK1
12,10,12,2,2,2,10,12,3,CMPK1
10,8,6,11,6,10,6,11,11,CMPK2
5,5,5,9,3,3,5,5,5,CMTM1
3,8,5,3,3,5,8,5,5,CMTM2
10,6,6,6,6,8,8,6,6,CMTM3
3,10,3,3,3,5,5,12,2,CMTM3
8,8,6,6,6,8,8,6,6,CMTM3
2,2,2,2,2,2,6,2,2,CMTM3
12,2,2,2,2,2,2,2,2,CMTM4
2,10,2,2,2,2,10,2,2,CMTM6
11,8,6,6,8,8,12,11,11,CMTM7
6,6,6,6,6,8,10,6,6,CMTM7
10,6,6,11,6,8,10,11,11,CMTM7
12,8,3,2,2,2,5,3,3,CMTM8
12,8,12,2,12,2,9,12,3,CNBP
10,6,8,6,8,8,8,8,8,CNBP
12,6,12,2,2,2,10,12,2,CNBP
8,8,8,8,8,8,8,8,8,CNBP
8,8,8,8,8,8,8,8,8,CNDP2
8,8,8,8,8,8,8,8,8,CNFN
8,5,8,8,8,8,8,8,8,CNIH1
10,6,6,9,10,10,5,11,6,CNIH1
3,5,5,12,12,3,5,5,5,CNIH1
10,6,6,10,10,10,10,10,10,CNIH4
12,3,12,12,12,2,12,12,2,CNN2
3,3,3,3,3,3,3,3,3,CNNM2
5,2,10,10,10,10,3,10,10,CNNM3
6,3,8,6,6,8,8,6,8,CNNM3
8,8,8,8,8,8,8,8,8,BLOC1S4
10,10,10,10,5,5,5,10,10,CNOT1
2,5,2,2,2,2,10,2,2,CNOT1
8,8,8,8,8,8,8,8,8,CNOT10
2,5,2,2,2,2,12,2,2,CNOT2
5,10,10,10,10,10,5,10,10,CNOT4
8,5,6,6,6,8,8,6,6,CNOT4
9,2,12,12,12,2,12,3,3,CNOT4
2,2,2,2,2,2,6,2,2,CNOT6
6,8,8,5,5,10,8,6,8,CNOT6L
8,3,6,11,6,8,8,11,6,CNOT7
8,8,8,8,8,8,8,8,8,CNOT7
5,6,10,10,10,10,8,11,11,CNOT8
5,5,3,11,10,10,5,3,3,CNOT8
8,8,8,8,8,8,8,11,11,CNPY2
10,10,5,11,6,10,8,6,6,CNPY3
6,5,10,10,10,8,8,10,10,CNPY3
5,5,12,5,5,5,6,12,2,CNPY4
12,10,9,12,12,3,5,9,10,CNPY4
9,2,12,12,12,2,12,12,3,CNRIP1
6,6,6,11,10,10,10,11,11,CNTLN
3,3,10,5,5,5,5,10,11,COASY
8,3,6,6,8,8,3,8,8,COASY
6,3,6,8,8,8,8,10,11,NELFB
5,3,1,11,10,5,10,6,6,NELFB
3,2,12,3,3,3,12,12,3,COCH
6,6,5,6,6,10,10,11,10,COG1
5,8,8,11,6,10,8,8,8,COG2
9,2,3,9,3,3,5,3,5,COG3
5,8,5,10,10,5,5,5,10,COG3
10,8,6,11,6,10,10,11,11,COG4
9,3,5,3,3,3,12,5,10,COG5
5,10,5,11,10,10,5,5,3,COG5
10,10,10,6,6,10,5,10,10,COG5
8,5,6,11,6,10,8,11,11,COG6
8,8,8,8,8,8,8,8,8,COG7
12,5,3,12,12,3,2,3,3,COG8
5,5,6,5,5,3,8,11,11,COIL
3,3,3,12,12,3,12,3,5,COL11A2
3,6,3,3,12,3,3,3,3,COL13A1
5,10,5,5,5,5,8,5,5,COL16A1
3,5,3,3,3,5,3,3,5,COL4A3BP
5,6,5,3,3,5,8,5,5,COL4A3BP
5,6,6,11,10,10,8,6,6,COL8A2
5,8,5,5,5,5,5,5,5,COL8A2
5,6,6,10,10,10,8,10,10,COL9A2
10,5,8,11,6,10,8,8,8,COLEC12
12,3,8,11,6,10,3,8,1,COLQ
12,3,8,11,6,10,3,8,1,COLQ
8,8,1,5,5,5,5,6,8,COMMD1
2,3,12,12,12,2,9,3,3,COMMD10
5,2,9,2,2,2,9,9,9,COMMD10
8,8,8,8,8,8,5,8,8,COMMD2
6,10,5,11,6,8,5,3,5,COMMD3
5,9,10,3,3,5,5,11,11,COMMD4
12,2,1,5,10,5,3,9,6,COMMD5
5,6,10,3,12,5,5,11,11,COMMD5
12,3,9,5,10,2,2,9,6,COMMD7
2,2,3,5,5,2,6,5,5,COMMD8
10,6,6,11,10,10,5,11,11,COMMD8
10,6,6,11,6,10,5,6,11,COMMD9
5,5,10,10,10,3,6,10,10,COMT
5,3,5,3,3,3,12,5,5,COMT
5,10,5,5,5,5,10,11,10,COMTD1
12,3,5,3,3,3,3,9,11,COPA
5,3,8,6,6,10,3,8,8,COPB1
2,2,9,3,3,9,9,9,9,COPB2
2,9,9,9,10,9,12,9,9,COPE
6,8,6,6,6,8,8,11,11,COPE
10,8,10,10,10,10,8,10,10,COPG1
3,6,5,3,3,5,5,10,10,COPG2
12,3,12,3,3,3,10,12,3,COPS2
6,6,10,10,10,10,3,10,11,COPS3
6,6,6,6,6,8,5,10,5,COPS4
6,8,6,6,6,10,10,6,6,COPS5
6,8,8,6,6,8,8,6,8,COPS6
6,6,6,6,6,8,10,11,11,COPS7A
8,8,8,6,6,8,8,11,11,COPS7B
10,10,5,6,6,8,5,11,10,COPS8
5,10,3,5,5,5,5,3,3,COPS8
5,6,6,11,6,10,8,11,11,COPZ1
3,3,3,3,3,3,3,3,5,COQ10A
3,5,6,10,10,5,3,11,11,COQ10B
6,3,3,6,6,8,10,3,3,COQ2
5,5,10,5,5,5,6,5,5,COQ3
8,8,8,8,8,8,8,8,8,COQ5
3,10,10,3,3,5,5,10,10,COQ6
3,3,3,5,5,10,3,3,3,COQ7
10,10,10,11,10,10,8,10,10,COQ9
3,3,5,5,5,5,6,5,5,CORO1A
12,3,3,12,3,2,3,5,10,CORO1B
8,8,8,8,8,8,8,8,8,CORO1B
8,6,8,8,8,8,8,8,8,CORO1C
5,3,10,11,10,10,10,11,11,CORO2A
5,5,10,5,5,5,3,10,10,CORO7
10,8,6,11,10,10,8,11,11,COTL1
6,10,6,11,6,10,10,6,6,COX10
3,3,9,3,3,3,2,5,10,COX15
10,5,6,11,6,10,5,6,6,COX15
10,5,10,11,10,8,8,11,11,COX17
3,10,5,5,5,5,3,5,5,COX19
3,3,6,5,5,5,3,6,11,COX4I1
5,5,8,11,10,10,3,8,6,EMC8
8,8,8,8,8,8,8,8,8,COX5A
3,3,12,3,5,3,10,12,2,COX5B
5,3,3,10,10,10,3,3,3,COX6A1
10,8,3,10,10,10,8,5,3,COX6B1
6,10,6,8,8,8,8,6,6,COX6C
10,10,10,10,10,10,10,10,11,COX7A2
12,3,3,3,3,5,12,5,5,COX7A2L
10,8,10,11,10,10,8,10,10,COX7C
8,6,8,8,8,8,8,6,6,COX8A
12,3,3,12,12,3,6,3,3,CCP110
5,10,5,3,3,3,6,5,5,CPAMD8
5,10,6,11,10,10,2,11,11,CPD
10,10,3,5,5,5,10,3,5,CPEB2
8,6,8,8,8,8,8,8,8,CPEB2
2,2,12,11,6,3,3,2,2,CPEB3
5,5,9,5,5,3,8,3,3,CPEB4
6,6,8,8,8,8,8,6,6,CPLX2
5,5,10,10,5,10,8,10,10,CPM
5,3,10,10,5,10,8,10,10,CPM
3,6,3,3,3,3,3,3,3,CPN2
12,2,12,12,12,2,12,12,3,CPNE1
8,8,8,8,8,8,8,8,8,CPNE1
8,8,10,10,12,10,10,6,6,CPNE2
12,3,12,2,2,2,6,12,2,CPNE3
10,6,6,5,5,5,3,11,11,CPNE8
6,6,6,6,6,8,6,6,6,CPNE8
6,10,6,11,6,10,6,6,6,CPOX
6,10,6,6,6,10,6,6,6,CPPED1
10,3,5,11,6,10,10,5,5,CPSF1
12,3,3,12,12,3,2,5,5,CPSF2
10,10,10,6,6,8,8,5,5,CPSF2
10,5,6,10,5,10,10,6,6,CPSF3
12,2,3,12,12,3,6,3,3,CPSF3L
10,5,6,10,5,10,10,6,6,CPSF3L
5,10,5,5,5,5,8,5,5,CPSF4
10,6,10,11,6,10,5,11,11,CPSF4
12,2,3,12,3,3,3,3,3,CPSF4L
10,3,6,11,6,8,3,11,11,CPSF6
3,5,3,12,12,3,3,3,5,CPT1A
10,8,5,3,3,5,12,9,10,CPT1A
10,10,5,5,5,5,5,5,5,CPT1A
12,2,2,12,12,2,6,12,2,CPT2
3,5,3,3,3,3,3,3,3,CPVL
3,6,12,12,12,3,3,12,2,CPXM1
2,5,2,2,2,2,12,2,2,CR1
8,8,8,8,8,8,8,8,8,CR1
3,5,3,5,5,5,5,5,3,CR2
10,6,10,10,10,10,10,10,10,CRADD
6,6,6,6,6,10,5,6,6,CRAMP1
5,10,5,3,3,3,8,10,10,CRAT
5,5,3,3,3,3,12,3,3,CRB3
10,10,5,5,5,5,5,5,5,CRBN
5,6,5,11,10,5,8,5,5,CRBN
8,8,8,8,8,8,8,8,1,CRCP
5,5,5,5,5,3,3,5,5,CREB1
5,5,5,5,5,5,5,10,10,CREB1
10,10,6,11,6,10,8,10,10,CREB1
10,10,10,10,10,5,5,5,10,CREB3
8,8,8,8,8,8,5,8,8,CREB3L2
6,8,8,11,10,10,8,8,8,CREB5
8,8,8,8,8,8,6,6,6,CREBBP
5,10,6,10,10,10,5,11,11,CREBBP
6,8,8,8,8,8,8,6,8,ATF6B
8,6,10,6,8,8,5,10,10,CREBL2
3,6,5,3,3,5,5,3,3,CREBZF
8,8,6,6,6,8,8,6,11,CREG1
8,8,8,6,8,8,8,8,8,CRELD1
5,6,6,11,6,8,8,6,6,CRELD2
8,8,8,8,8,8,8,8,8,CRHR2
10,6,10,10,5,5,8,11,11,CRIP1
8,8,8,8,8,8,8,8,8,CRIPAK
5,10,10,5,5,5,10,10,10,CRIPT
8,6,8,8,8,8,8,6,6,CRISPLD2
10,10,5,11,10,10,12,5,10,CRK
12,5,1,12,12,3,12,6,1,CRK
12,5,3,5,5,5,2,3,3,CRK
3,5,3,3,3,3,5,3,3,CRKL
12,3,3,3,3,5,3,5,5,CDK12
8,8,5,8,8,8,10,10,10,CRLF1
3,3,3,3,3,3,6,3,3,CRLF3
8,8,8,8,8,8,8,8,8,CRLF3
2,2,2,2,2,2,2,2,2,CRLS1
6,5,6,11,6,8,5,11,6,CRNKL1
11,2,2,12,2,2,6,12,2,CROCC
8,8,1,8,6,5,8,9,11,LUC7L3
8,8,6,8,6,8,8,6,6,LUC7L3
8,8,8,6,6,8,8,8,8,MED7
3,5,5,5,5,5,3,5,5,MED7
10,6,5,10,10,5,8,10,10,CRTAP
12,10,3,2,2,2,3,3,3,CRTAP
5,2,3,3,3,3,9,3,3,CRTC2
6,9,8,8,8,8,8,8,8,CRTC3
12,10,12,11,6,8,3,12,2,CRY1
3,8,12,3,3,5,5,12,2,CRY1
6,6,10,11,10,8,8,11,11,CRY2
5,3,5,11,10,10,3,5,5,CRYBA2
10,5,10,10,10,10,8,5,5,CRYGB
3,6,10,5,5,5,10,10,10,CRYL1
8,8,8,8,8,8,8,8,8,CRYM
8,8,8,8,8,8,8,8,8,CRYZ
8,8,8,8,8,8,8,8,8,CRYZL1
10,6,10,5,5,5,8,10,10,CS
5,10,5,5,5,5,10,5,5,CS
10,5,6,6,6,8,3,11,11,CS
3,2,12,3,3,3,3,12,3,CSAD
12,2,12,12,12,3,2,12,2,YBX3
10,8,3,10,10,10,5,3,3,CSDE1
10,6,10,10,10,10,8,10,10,CSDE1
3,3,10,5,5,10,3,10,10,CSE1L
8,10,6,6,6,8,8,6,8,CSE1L
8,8,8,8,8,8,8,8,8,CSF1R
10,10,5,3,3,5,5,10,10,CSF2RB
6,8,6,6,6,8,5,6,11,CSF3R
3,3,3,3,3,3,3,3,3,CSF3R
5,6,5,5,5,5,8,10,10,CSGALNACT1
5,10,5,5,5,5,8,5,10,CSGALNACT2
12,2,8,6,8,10,9,8,1,CSK
8,8,6,8,8,8,8,11,6,CSMD1
10,5,6,11,6,10,10,11,10,CSNK1A1
10,8,8,6,8,8,10,8,8,CSNK1A1
3,3,10,10,10,5,12,10,5,CSNK1A1L
3,3,10,5,5,3,5,10,10,CSNK1D
10,6,10,10,10,10,12,10,10,CSNK1D
12,3,12,12,12,3,6,12,3,CSNK1G1
8,8,8,8,8,8,8,8,8,CSNK1G2
6,6,6,6,6,8,5,6,6,CSNK1G3
8,8,8,8,8,8,8,8,8,CSNK1G3
6,8,8,8,8,8,8,6,6,CSNK2A1
10,8,10,6,6,8,8,10,10,CSNK2A1
5,6,8,8,8,8,8,8,8,CSNK2A3
5,3,5,10,10,5,3,5,5,CSNK2A3
6,6,10,10,10,10,8,10,10,CSNK2A2
6,8,5,8,8,8,5,10,5,CSNK2B
6,8,5,8,8,8,5,10,5,CSPP1
8,8,8,8,8,8,8,8,8,CSRNP2
12,3,12,12,3,3,12,3,3,CSRNP2
3,3,3,12,12,3,5,3,5,CSRP1
2,2,2,2,2,2,2,2,2,CSRP2
5,6,5,5,5,5,5,5,5,CST3
5,6,5,5,5,5,5,5,5,CST7
3,6,3,3,3,3,10,3,3,CSTA
3,6,3,3,3,3,3,3,3,CSTB
5,6,5,5,5,5,8,5,5,CSTF2T
3,10,5,5,5,5,3,5,5,CSTF3
12,5,3,3,3,3,3,3,3,CSTF3
5,6,3,3,3,5,5,3,3,CSTF3
5,6,5,5,5,5,8,5,5,CTBP1
3,8,3,3,3,3,10,3,3,CTBP1
5,6,5,3,3,5,8,5,5,CTBP2
3,6,3,3,3,5,3,3,3,CTBP2
5,10,5,3,3,5,3,5,5,CTBS
3,8,3,3,12,3,3,3,3,CTCF
6,8,6,11,6,10,8,11,11,CTDP1
5,10,5,3,5,3,3,5,5,CTDP1
5,10,5,5,5,5,8,5,5,CTDSP1
5,8,10,5,5,5,8,10,10,CTDSP2
5,8,10,5,5,5,8,10,10,CTDSPL
12,3,3,12,12,3,10,12,3,CTDSPL2
6,6,6,6,6,8,8,11,11,CTDSPL2
2,5,10,10,6,9,9,9,11,CTGF
12,10,6,11,6,9,3,6,6,AGAP6
2,5,1,11,6,9,3,9,6,CTNNA1
5,10,3,10,6,10,5,10,10,CTNNAL1
3,3,3,5,10,10,5,3,3,CTNNAL1
3,10,2,3,3,10,5,2,2,CTNNB1
6,8,2,11,10,8,8,2,2,CTNNB1
5,9,12,5,5,8,5,12,3,CTNNB1
10,8,10,10,10,10,8,10,10,CTNNBIP1
12,2,12,12,12,3,10,12,2,CTNNBL1
3,6,3,3,3,3,3,5,5,CTNS
5,8,6,11,6,10,5,11,6,CTPS1
5,8,1,11,6,8,5,6,8,CTR9
5,10,5,5,5,5,3,5,5,CTR9
5,3,10,11,10,5,10,10,10,CTRC
6,8,10,10,10,10,8,10,10,CTSA
10,6,6,11,6,10,12,6,6,CTSB
12,3,5,3,3,3,5,5,5,CTSB
5,5,6,10,10,5,8,11,11,CTSC
8,8,8,6,6,8,5,6,11,CTSC
3,3,5,5,5,5,5,5,5,CTSC
10,8,6,10,10,10,5,6,6,CTSD
5,5,5,10,5,5,6,5,5,CTSF
6,6,6,6,8,8,5,6,6,CTSG
10,8,8,11,6,5,5,6,6,CTSH
8,8,8,8,8,8,8,8,8,CTSH
8,8,8,8,8,8,6,8,8,CTSK
5,10,5,10,5,5,8,5,5,CTSL
10,10,5,10,10,10,8,5,5,CTSL
5,5,5,5,5,5,8,3,3,CTSL3P
10,6,10,11,10,10,8,10,10,CTSO
10,6,5,10,10,10,8,5,5,CTSS
3,3,12,5,5,10,3,12,2,CTSZ
12,2,12,12,12,2,3,3,3,CTTN
3,3,6,5,5,5,3,8,8,CTU2
5,2,3,6,6,8,10,3,3,CUEDC1
3,10,3,3,3,3,3,3,5,CUEDC2
12,2,5,3,3,5,10,5,5,CELF1
5,10,10,5,5,5,5,11,6,CELF2
12,2,2,2,2,2,2,2,2,CELF2
12,2,2,2,2,2,2,2,2,CUL1
2,2,2,2,2,2,2,2,2,CUL2
2,2,2,2,2,2,2,2,2,CUL4A
2,2,2,2,2,2,2,2,2,CUL4A
10,3,10,5,3,3,3,5,5,CUL9
3,2,8,11,10,8,3,8,8,CUTA
3,10,1,5,3,5,3,8,8,CUTA
10,5,6,11,10,10,8,11,11,CUTC
8,8,8,8,8,8,10,6,6,CUX1
5,3,5,3,3,3,12,5,5,CUX1
9,3,3,9,5,3,5,5,5,CWC15
10,8,8,11,6,10,5,8,1,CWC22
5,6,6,11,10,10,10,8,8,CWC22
6,10,6,6,6,8,8,11,11,CWF19L1
8,8,8,8,8,8,8,8,8,CWF19L2
2,2,2,2,2,2,6,2,2,CX3CR1
2,3,12,2,2,2,12,12,2,CX3CR1
6,8,8,11,6,10,5,8,8,CXCL10
5,3,6,6,6,10,3,10,10,CXCL16
10,6,5,3,3,5,12,5,5,CXCL17
2,2,2,2,2,2,2,2,2,CXCL2
12,3,10,5,5,5,3,5,10,CXCL3
5,2,6,6,6,8,9,11,10,CXCL5
10,2,8,8,8,8,3,8,6,CXCL5
3,6,9,12,3,3,6,9,11,CXCL9
6,8,8,6,8,8,5,8,8,CXCR1
5,10,5,3,3,5,10,5,5,CXCR4
6,6,8,8,8,8,8,6,6,CXCR4
8,6,8,8,8,8,8,6,6,CXXC1
3,5,12,10,10,10,8,3,3,CXXC5
10,3,10,10,10,10,3,11,11,CXXC5
12,5,12,3,3,3,3,12,2,CYB561
5,10,6,11,10,10,8,11,11,CYB561
10,10,10,11,10,10,8,10,10,CYB561
12,6,3,12,12,3,5,3,3,CYB561D1
6,8,10,11,6,10,8,11,11,CYB561D1
5,3,6,11,10,8,5,6,6,CYB561D2
6,5,6,11,6,10,8,6,6,CYB5A
8,6,6,6,8,8,5,6,6,CYB5A
5,6,5,10,10,10,5,5,5,CYB5B
5,8,5,5,5,5,8,5,5,CYB5D1
8,8,8,8,8,8,5,8,8,CYB5D2
8,8,8,8,8,8,8,8,8,CYB5R1
12,2,8,11,6,10,9,8,8,CYB5R2
3,2,1,6,8,5,3,6,1,CYB5R3
5,2,8,8,8,10,3,8,1,CYB5R3
5,5,10,3,3,5,8,5,5,CYB5R4
8,8,8,6,8,8,5,8,8,CYB5RL
5,3,3,12,12,3,2,3,3,CYBA
3,5,1,5,5,3,3,6,1,CYB561A3
3,10,12,12,12,3,3,3,3,CYBRD1
10,6,10,5,5,5,8,10,10,CYBRD1
5,5,3,10,10,5,8,3,3,CYC1
5,3,5,5,5,5,12,5,10,CYCS
10,5,6,11,6,8,5,11,6,CYFIP1
5,5,5,5,5,3,10,5,10,CYFIP1
2,2,2,2,2,2,2,2,2,CYFIP2
5,5,5,10,10,10,5,5,5,CYFIP2
5,10,5,5,5,10,10,10,5,CYGB
8,6,8,6,8,8,8,6,6,CYLD
5,10,5,5,5,10,5,5,5,CLIP2
6,6,8,6,6,8,5,6,8,CYP11A1
8,8,8,8,8,8,8,8,8,CYP1B1
8,8,8,8,8,8,8,8,8,CYP20A1
12,3,3,5,5,5,3,3,3,CYP20A1
5,3,10,5,5,5,5,10,11,CYP27A1
3,2,3,3,3,3,9,3,5,CYP27C1
10,8,10,5,10,8,3,11,11,CYP2A13
6,8,8,11,10,10,8,8,8,CYP2R1
5,5,2,5,5,5,5,12,2,CYP2S1
5,10,5,5,5,5,5,5,5,CYP2U1
6,6,6,11,10,10,8,6,6,CYP2U1
10,8,10,11,10,10,8,10,5,CYP4F22
5,6,5,5,5,5,5,3,3,CYP4V2
5,6,5,5,5,5,5,5,5,CYP4X1
3,10,3,5,5,5,5,3,3,CYP51A1
3,5,3,3,3,3,5,12,3,CYTH1
3,10,3,3,3,3,3,3,3,CYTH3
