CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
3,2,5,5,5,5,6,3,3,FAM200A
12,3,3,5,5,5,3,3,3,SNHG15
2,2,2,12,12,3,9,2,2,MTURN
12,2,12,12,12,3,12,12,2,TMEM248
3,2,5,3,3,3,12,3,5,C7orf43
8,8,8,8,8,8,8,8,8,PPP1R35
8,8,8,8,8,8,8,8,8,C7orf49
5,10,3,5,5,5,12,5,5,C7orf50
8,8,8,8,8,8,8,8,8,SND1-IT1
5,10,5,3,3,5,3,3,3,C7orf55
5,5,5,5,5,5,8,5,5,CPED1
5,5,10,5,5,5,10,10,10,CPED1
6,6,6,6,6,8,8,6,6,LAMTOR4
5,5,10,10,10,5,3,10,10,RBM48
12,8,1,10,10,10,5,9,11,HILPDA
11,9,3,9,5,9,2,3,5,FAM220A
11,9,3,9,3,9,2,3,9,FAM220A
5,3,10,10,10,10,5,10,10,C8orf33
5,3,10,10,10,10,5,10,10,C8orf33
12,3,12,3,3,3,10,12,3,C8orf37
6,6,6,11,10,10,10,11,11,NDUFAF6
10,8,10,11,6,10,8,11,11,SMIM19
5,6,5,5,5,5,5,5,5,TTI2
12,2,6,11,6,5,5,6,6,MCMDC2
12,3,3,12,12,2,9,3,3,C8orf48
2,3,9,2,2,3,6,9,10,THEM6
3,10,1,12,12,5,12,6,1,C8orf58
12,3,12,12,12,2,12,2,2,C8orf59
3,5,3,3,3,3,3,3,3,C8orf76
5,10,5,5,5,5,5,10,10,TRIQK
6,10,8,6,6,8,8,8,8,ERCC6L2
8,8,8,8,8,8,8,8,8,IDNK
3,6,3,3,12,3,3,3,3,FAM120AOS
5,6,5,11,10,10,10,10,5,C9orf114
5,8,5,5,5,5,5,5,5,SWI5
6,8,6,10,10,10,8,11,6,TMEM261
6,6,10,10,10,10,8,11,11,TMEM8B
12,10,2,5,5,5,12,3,3,SAPCD2
12,3,3,3,3,3,3,12,3,C9orf142
5,5,10,5,5,5,8,11,11,TRMO
5,10,5,5,5,5,8,5,5,C9orf16
6,8,6,6,6,8,8,6,6,SEMA4D
8,8,8,8,8,8,8,8,8,TOR4A
5,10,10,5,5,5,5,10,10,AAED1
10,5,10,5,5,5,5,11,11,RPP25L
6,6,6,10,10,8,8,11,11,RPP25L
5,5,5,10,5,5,5,3,3,C9orf24
6,9,6,6,8,8,8,10,11,FAM219A
12,3,12,3,3,3,3,12,2,MSANTD3
8,8,8,8,8,8,8,8,6,ARRDC1-AS1
3,3,3,5,5,5,5,3,3,PLGRKT
3,5,1,6,8,3,5,6,1,TMEM245
10,10,8,11,6,10,8,6,6,FAM206A
9,3,3,9,3,3,10,3,5,FAM206A
10,6,6,11,10,10,8,11,11,C9orf64
3,5,12,3,3,5,6,2,2,C9orf66
5,10,3,5,5,10,12,12,2,C9orf69
3,5,3,5,5,5,6,12,2,CACFD1
12,10,12,12,12,3,3,12,2,C9orf72
12,10,2,2,2,2,3,2,2,C9orf72
10,5,3,10,10,5,5,3,5,C9orf72
5,10,5,10,10,10,10,5,5,C9orf72
10,6,5,10,10,10,10,5,10,TPRN
8,8,6,6,6,8,8,6,6,C9orf78
10,3,3,11,10,5,6,12,3,INIP
8,5,8,8,8,9,2,8,6,CAAP1
8,5,5,8,8,10,6,3,3,C9orf85
8,8,8,8,8,8,6,8,8,C9orf85
6,10,6,6,8,10,6,11,11,RABL6
3,2,12,5,3,2,2,12,3,CARD19
8,6,8,8,8,8,6,8,8,NAIF1
5,2,10,10,10,5,6,10,10,C9orf91
6,2,6,6,6,10,2,6,6,NMRK1
8,8,8,6,6,8,8,8,8,CA13
12,3,9,12,12,3,2,12,3,CA2
5,5,6,6,6,10,3,3,3,CA2
2,2,2,2,2,2,2,2,2,CAB39
2,10,12,3,3,2,10,3,5,CAB39L
2,10,2,3,3,2,9,3,5,ADCK3
2,3,2,12,12,2,9,12,3,CABIN1
2,2,12,2,2,2,2,12,2,CABLES2
3,3,5,3,3,5,10,5,5,CABP5
3,3,3,3,3,3,10,3,5,CACNA1S
6,6,6,6,6,10,8,6,6,CACNA2D3
6,6,6,11,6,10,8,11,11,CACYBP
5,5,3,10,5,5,6,3,5,CAD
5,8,5,5,5,5,8,5,5,CADPS
10,8,8,6,6,10,10,8,8,CALB2
5,10,10,10,5,5,6,11,11,CALCOCO1
5,10,5,5,5,5,12,5,10,CALCOCO2
5,10,5,9,5,5,12,10,10,CALCRL
12,3,9,3,3,3,9,5,10,CALD1
3,3,5,5,5,5,5,5,5,CALHM2
5,3,5,10,10,10,3,3,3,CALM1
3,5,3,3,3,3,6,3,3,CALM2
8,8,8,8,8,8,8,8,8,CALM3
12,3,12,12,12,2,12,12,2,CALML4
12,5,3,12,12,3,5,3,3,CALML4
5,5,6,5,5,5,12,11,6,CALML4
5,6,5,3,3,5,5,5,5,CALML4
5,3,5,5,5,5,5,5,5,CALN1
5,6,3,5,5,5,8,3,3,CALN1
3,6,12,3,3,3,10,12,2,CALR
5,5,10,5,5,5,5,10,10,CALU
12,3,12,12,12,2,10,12,3,CAMK1
2,3,12,2,2,2,10,12,3,CAMK1D
3,10,5,3,3,3,5,5,5,CAMK1D
5,5,5,5,5,5,10,10,5,CAMK1G
8,8,6,8,8,8,10,11,6,CAMK2D
12,3,3,12,12,3,12,3,3,CAMK2G
3,10,3,3,3,3,3,3,3,CAMK2G
12,5,12,12,12,3,5,3,3,CAMKK2
12,5,3,12,12,3,10,3,3,CAMKK2
6,6,6,11,6,10,8,6,6,CAMLG
9,5,10,9,5,5,5,11,6,CAMP
5,5,3,5,5,5,10,3,5,CAMSAP1
2,3,2,2,2,2,6,12,2,CAMSAP2
3,5,10,3,3,3,5,10,10,CAND1
5,6,10,5,5,5,8,10,11,CANT1
5,5,5,5,5,5,10,5,5,CANX
10,10,6,11,10,10,8,11,11,CANX
12,3,3,12,12,3,12,3,3,CAP1
10,6,6,10,10,8,8,11,11,CAPG
12,3,12,12,12,2,5,12,2,CAPN1
3,10,3,12,12,3,10,3,3,CAPN12
3,5,5,3,3,5,5,5,5,CAPN2
3,3,3,12,3,3,10,3,3,CAPN3
3,5,3,3,3,3,10,3,3,CAPN7
8,8,8,8,8,8,8,8,8,CAPNS1
8,8,10,8,8,8,2,9,11,CAPNS1
8,8,8,8,8,8,8,8,8,CAPRIN1
6,6,6,8,8,8,5,8,8,CAPRIN1
8,8,8,8,8,8,5,8,8,CAPRIN2
8,6,8,6,8,8,8,8,8,CAPS
12,3,12,12,12,3,6,12,3,CAPS2
5,10,6,11,6,8,5,6,11,CAPZA2
10,6,10,11,6,10,8,11,11,CAPZB
8,8,8,8,8,8,8,6,8,CAPZB
3,10,3,12,12,3,10,3,3,CARD11
10,5,5,10,10,10,12,10,10,CARD16
8,8,8,8,8,8,8,8,8,CARD16
10,8,6,6,10,10,10,10,11,CARD16
6,3,8,8,8,8,10,8,8,CARD17
8,8,8,8,8,8,8,8,8,CARD6
3,6,3,12,12,3,5,3,3,CARD8
10,6,10,5,5,5,8,5,10,CARD9
10,5,6,10,10,10,10,11,11,CARHSP1
6,6,6,11,6,8,8,11,11,NAXD
8,8,8,8,8,8,8,8,8,CARM1
8,8,8,11,6,8,5,11,6,CARS
10,10,10,11,6,10,8,10,10,CARS
5,6,10,3,3,5,10,10,10,CARS2
8,8,8,8,8,8,8,8,8,CASC3
6,6,8,10,10,10,8,8,8,CASC4
6,8,6,6,6,8,5,11,11,CASD1
6,8,8,6,6,8,8,8,8,CASP1
12,2,3,3,3,3,5,3,3,CASP1
8,8,8,8,8,8,10,8,8,CASP2
6,6,5,10,10,10,8,10,10,CASP2
10,10,10,10,5,10,5,11,11,CASP3
5,5,10,10,10,5,5,10,11,CASP3
8,8,8,8,8,8,8,8,8,CASP4
5,5,3,10,5,5,2,3,3,CASP5
6,5,6,6,6,10,3,6,6,CASP6
8,6,8,8,8,8,8,8,8,CASP6
10,6,10,10,6,10,12,10,11,CASP7
8,8,8,8,8,8,8,8,8,CASP8
8,8,8,8,8,8,8,8,8,CASP9
6,8,10,6,6,10,8,10,11,CASP9
5,5,6,5,5,5,10,6,6,CAST
6,8,6,6,6,10,8,6,6,CAST
5,6,10,5,5,8,12,5,5,CAST
8,8,8,8,8,8,8,8,8,CAST
8,8,8,8,8,8,5,8,8,CASZ1
12,3,9,2,2,2,2,5,5,CAT
5,6,5,3,10,8,12,5,5,CAT
8,8,8,8,8,8,8,8,8,CATSPER1
10,10,5,11,6,10,5,3,5,CATSPER2P1
6,8,6,11,6,10,8,6,6,CAV1
10,10,10,10,5,5,8,10,10,MICU1
8,8,8,8,8,8,8,8,8,CBFA2T2
6,8,6,6,6,10,8,6,6,CBFA2T3
3,3,3,5,5,3,6,3,3,CBFB
3,3,3,5,5,5,3,5,3,CBL
12,2,12,3,3,3,3,12,2,CBL
5,10,5,10,5,5,5,5,3,CBLB
3,5,12,3,3,3,12,12,2,CBLL1
3,10,3,5,5,3,3,3,3,CBLL1
9,3,3,9,3,3,10,3,5,CBLN3
8,8,8,8,8,8,8,8,1,CBR1
12,5,12,12,12,3,10,12,2,CBR4
12,3,2,2,2,2,12,2,2,CBWD1
12,5,12,12,12,3,3,12,2,CBWD1
12,2,5,5,5,10,3,3,3,CBWD5
10,3,8,8,8,8,8,8,8,CBX1
12,5,2,2,2,2,5,12,2,CBX3
12,5,2,2,2,2,9,12,2,CBX3
3,6,3,3,3,3,3,3,3,CBX4
5,8,12,12,12,3,6,2,2,CBX5
9,3,5,9,5,3,3,10,11,CBX6
12,5,12,12,12,3,3,12,2,CBX7
8,8,8,8,8,8,8,8,8,CBY1
5,5,3,3,3,5,10,3,3,CBY3
3,3,3,5,5,5,12,3,3,CC2D1A
6,6,6,11,6,10,8,6,6,CC2D1B
3,5,1,6,6,3,8,6,8,CCAR1
5,8,5,5,5,5,8,10,5,CCBE1
3,6,3,3,3,3,3,3,3,KYAT1
12,2,5,12,12,2,9,5,5,KYAT3
8,8,8,8,8,8,8,8,8,RBMXL1
5,10,5,10,5,8,3,5,5,RBMXL1
3,5,3,5,3,9,3,3,5,SGF29
3,10,12,11,6,10,8,3,2,SGF29
5,8,10,10,10,10,8,5,10,CFAP36
3,10,3,3,3,3,3,3,3,CCDC106
10,5,6,11,6,10,5,11,6,CCDC107
5,5,10,10,10,10,3,11,11,MCU
3,6,10,5,5,5,12,10,10,CCDC109B
3,6,5,5,5,5,6,10,10,PRIMPOL
12,5,10,11,6,5,3,11,11,CCDC112
5,9,6,10,10,10,3,8,8,CCDC115
5,9,10,10,10,10,8,6,6,CCDC117
12,3,12,12,12,3,10,3,5,CCDC12
5,3,10,11,6,8,3,11,11,CCDC121
3,2,5,11,10,10,9,10,11,CEP89
5,2,3,2,2,3,9,5,5,CCDC124
2,2,3,12,12,3,6,3,3,CCDC125
12,2,9,10,10,9,10,5,5,CCDC126
5,3,10,10,10,5,8,10,10,PPP1R21
5,5,6,5,10,10,3,6,6,CCDC130
12,2,12,5,5,5,9,12,3,VPS50
12,2,12,5,10,3,9,12,2,VPS50
10,3,10,11,6,10,12,6,6,DRC7
6,6,6,6,8,8,8,11,11,CCDC136
8,8,8,8,8,8,10,6,6,CCDC14
10,8,5,8,8,8,12,5,5,CCDC15
3,2,3,3,3,5,9,3,3,CCDC15
10,8,9,8,8,8,8,9,10,CCDC151
8,8,8,8,8,8,8,8,8,ZNF830
5,3,5,3,3,5,3,5,5,ZNF830
10,10,10,10,10,5,3,11,11,CCDC18
8,8,8,8,8,8,5,6,6,CEP85
8,8,8,6,6,10,8,8,8,SVBP
3,2,12,12,12,2,12,12,3,CCDC25
3,8,1,3,3,5,3,8,1,CCDC25
12,2,12,3,3,3,3,12,2,CCDC28A
3,3,6,10,10,10,5,6,6,CCDC28B
12,2,2,2,2,2,6,2,2,CCDC28B
6,2,8,8,8,8,3,3,5,CCDC33
8,8,8,8,8,8,8,8,8,CEP83
6,8,6,11,10,10,8,6,6,CCDC43
8,6,8,8,8,8,8,8,8,CEP95
11,2,8,6,8,8,9,8,8,CCDC47
12,3,3,3,3,3,2,3,3,CWC25
10,6,6,6,6,8,10,11,11,HAUS1
2,2,2,2,2,2,2,2,2,CCDC50
3,6,3,3,3,5,3,3,3,CCDC50
12,6,12,12,12,3,3,3,3,CCDC51
12,3,5,11,6,10,9,3,3,CCDC53
3,2,6,5,5,5,5,11,11,NSRP1
10,10,6,10,10,5,8,6,6,COA3
10,10,5,11,10,10,8,10,10,CCDC58
6,10,10,11,6,10,8,11,11,CCDC59
6,6,6,11,6,10,5,6,6,CCDC6
10,6,10,11,6,10,8,10,10,CCDC61
6,10,10,6,8,8,5,10,10,CCDC66
5,3,1,5,5,3,3,6,1,CCDC68
6,10,6,11,10,10,8,11,11,CCDC69
3,5,5,5,5,5,6,5,5,CCDC71
8,8,8,8,8,8,10,6,8,TMA7
10,10,5,10,10,10,8,5,10,TRMT13
5,10,5,5,5,5,8,10,10,CCDC77
5,10,10,10,5,5,8,10,10,CCDC85B
10,5,10,10,10,10,8,10,10,CCDC86
5,5,5,10,10,5,5,5,5,CCDC88A
10,5,6,11,10,10,8,10,10,CCDC88B
10,5,10,11,10,10,8,10,10,CCDC88C
12,2,5,3,3,3,5,3,3,MCUR1
5,5,5,5,5,8,12,5,3,CCDC90B
8,8,8,8,8,8,8,8,8,CCDC90B
6,6,10,6,6,10,10,6,8,CCDC91
5,5,8,8,8,8,8,8,8,CCDC91
3,3,3,3,3,5,3,5,5,CCDC92
6,5,6,6,6,10,8,6,6,CCDC93
6,6,6,10,10,10,5,6,6,CCDC94
3,3,10,10,10,5,3,10,10,CCDC96
12,8,3,5,10,2,9,5,5,CCDC97
3,3,3,3,3,5,5,3,5,CCL2
5,3,10,11,6,10,5,10,10,CCL23
6,6,10,11,6,10,10,11,11,CCL3
6,6,6,10,10,10,10,11,11,CCL5
10,6,10,5,5,10,12,10,10,CCL5
10,6,6,11,10,10,10,11,11,CCL8
3,3,3,12,12,3,6,3,3,CCM2
10,10,10,5,5,5,10,10,10,CCNB1IP1
5,2,12,12,12,2,9,3,3,CCNB1IP1
10,10,10,10,10,10,8,11,11,CCNC
8,8,8,8,8,8,8,8,8,CCNC
10,10,10,5,5,5,8,11,11,CCNC
3,10,3,10,10,10,12,3,3,CCND2
3,3,8,10,10,8,3,6,1,CCND2
8,8,8,8,8,8,5,8,8,CCND3
8,8,8,8,8,8,8,8,8,CCNDBP1
5,6,10,11,10,5,5,11,10,CCNDBP1
3,5,1,3,3,10,3,6,1,CCNF
12,2,1,6,10,10,10,8,8,CCNG1
5,8,5,3,3,5,6,5,5,CCNG1
12,10,12,2,12,2,2,12,2,CCNG2
3,6,3,12,12,3,2,3,3,CCNG2
5,6,10,5,3,5,8,10,10,CCNH
2,2,9,2,2,2,6,3,5,CCNH
3,10,3,5,5,5,8,3,3,CCNI
10,8,1,12,12,3,3,11,6,CCNI2
2,2,2,2,2,2,2,2,2,CCNJ
2,2,2,2,2,2,2,2,2,CCNK
6,8,12,5,5,3,3,2,2,CCNL1
5,8,10,10,5,5,8,5,10,CCNL1
10,6,1,10,10,3,5,6,8,CCNL2
6,6,8,6,6,8,5,8,8,CCNT2
5,3,1,10,10,10,3,6,6,CCNT2
5,3,1,11,10,10,3,6,8,CCNY
10,5,10,10,10,10,10,5,10,CCNY
10,5,10,10,10,10,12,5,10,CCNYL1
6,6,6,6,6,10,5,6,6,CCNYL1
5,3,10,3,3,5,5,10,10,CCR1
5,10,8,6,8,8,5,8,8,CCR2
5,3,10,5,5,5,3,10,10,CCR2
10,5,8,11,6,10,10,8,8,CCR2
3,5,1,11,5,5,3,8,8,CCR2
10,10,6,8,8,8,8,11,6,CCR6
6,10,6,6,6,10,8,6,11,CCR6
6,5,10,10,10,10,8,11,11,CCR9
5,3,5,10,10,5,3,10,10,CDK20
12,6,12,12,12,3,12,12,3,CDK20
5,10,5,5,5,5,5,3,3,CCRL2
12,2,12,12,12,2,12,12,2,NOCT
8,8,8,8,8,8,8,8,8,CCS
2,2,2,2,2,2,6,2,2,CCS
5,6,10,5,5,5,8,10,10,CCT2
6,8,10,11,10,5,8,10,11,CCT3
5,3,3,5,5,5,12,5,5,CCT3
10,10,6,11,10,10,5,11,11,CCT4
5,3,5,5,5,5,5,5,10,CCT5
6,10,6,10,10,10,8,11,11,CCT6A
11,2,2,2,2,2,6,12,2,CCT6B
8,8,8,8,8,8,8,8,8,CCT6P1
8,8,6,8,8,8,5,6,6,CCT6P1
8,8,8,8,8,8,8,8,8,CCT7
6,6,8,6,8,8,8,6,6,CCT7
6,6,6,11,10,10,5,10,10,CCT7
12,5,9,11,6,9,5,5,11,CCT8
10,6,8,11,10,10,8,6,6,CD14
5,10,10,10,10,5,6,11,11,CD14
5,10,5,10,10,5,8,3,3,CD151
3,6,3,5,5,5,8,3,3,CD151
3,10,3,5,5,5,3,3,3,CD163
8,8,8,8,8,8,5,8,8,CD163
12,3,12,12,12,3,5,3,3,CD163
5,10,5,10,10,5,8,5,5,CD164
2,2,2,2,2,2,2,2,2,CD180
3,3,3,3,3,3,10,12,3,CD1A
6,6,10,6,10,10,5,10,10,CD1B
5,5,10,5,3,5,3,10,10,CD1C
5,6,5,10,10,10,8,5,5,CD1D
3,3,3,3,3,3,10,5,5,CD1E
3,5,3,3,3,3,10,3,3,CD2
8,8,8,6,6,8,8,8,8,CD209
5,5,6,11,6,8,12,10,10,CD244
3,10,5,5,5,5,3,5,3,CD247
8,8,8,6,8,8,8,8,8,CD247
5,3,5,10,10,10,3,10,10,CD2AP
5,5,1,5,10,5,5,6,6,CD2BP2
6,10,8,8,8,8,5,8,8,CD300A
5,3,5,5,5,5,3,5,5,CD300C
8,8,8,8,8,8,8,8,8,CD300LB
8,8,8,8,8,8,8,8,8,CD300LF
6,6,10,5,5,10,8,11,11,CD33
10,8,3,3,3,3,5,3,5,CD34
10,10,10,10,10,10,8,10,10,CD36
10,6,5,5,5,5,10,5,5,CD36
5,6,5,5,5,5,10,5,5,CD37
8,8,6,8,8,8,8,6,6,CD37
5,10,3,3,3,3,6,3,3,CD38
10,5,6,8,8,8,5,11,11,CD3D
10,5,10,10,10,10,3,11,11,CD3D
10,6,8,6,8,8,8,8,8,CD3EAP
10,6,10,10,10,10,5,11,11,CD4
6,10,6,6,6,10,8,11,11,CD40
8,8,8,8,8,8,8,8,8,CD40
12,2,9,12,12,3,12,9,11,CD44
5,5,3,10,5,5,10,3,3,CD44
5,5,5,5,5,10,5,5,10,CD46
5,5,3,10,10,10,5,5,3,CD46
10,6,10,10,10,10,8,5,10,CD47
8,10,8,8,8,8,8,8,8,CD48
10,6,10,5,5,10,6,10,11,CD53
11,8,6,6,8,8,10,11,6,CD53
8,8,8,8,8,8,8,8,8,CD55
8,8,6,6,6,10,8,11,11,CD58
6,6,8,6,6,8,8,6,6,CD58
3,8,6,10,10,5,5,6,6,CD63
3,3,3,12,12,3,3,3,3,CD68
2,2,9,2,2,2,12,5,5,CD69
3,3,5,3,3,3,3,3,3,CD7
12,2,3,12,12,2,10,12,2,CD74
10,8,5,3,5,5,12,5,5,CD74
5,5,3,3,3,5,3,3,3,CD74
3,5,3,3,3,3,10,3,3,CD79A
5,5,5,10,5,5,3,5,5,CD79B
6,6,6,11,6,10,8,11,11,CD79B
5,10,10,5,5,5,8,10,11,CD79B
5,10,5,5,5,5,8,10,10,CD81
10,10,10,5,10,5,8,11,11,CD82
8,8,8,8,8,8,8,8,8,CD82
3,10,10,10,6,10,12,6,1,CD83
6,6,1,11,6,8,10,8,1,CD84
6,6,6,6,6,10,8,6,6,CD84
10,10,6,6,6,10,8,11,11,CD86
5,5,5,10,10,5,3,3,5,CD86
6,8,9,2,2,9,9,9,10,CD8A
10,5,10,10,10,10,8,11,10,CD8A
5,6,10,5,5,10,3,10,10,CD9
5,5,5,5,5,5,3,5,5,CD93
5,10,5,5,5,5,8,5,10,ADGRE5
3,2,3,3,3,3,5,3,3,ADGRE5
10,10,10,10,10,10,8,5,10,CDADC1
10,10,5,10,10,5,8,3,3,CDAN1
8,8,8,6,6,8,8,8,6,CDAN1
5,6,5,3,3,3,3,5,5,CDAN1
12,5,12,12,12,2,12,12,3,CDC123
10,8,10,10,10,10,8,10,11,CDC14A
8,8,8,8,8,8,8,8,8,CDC14C
2,2,2,2,2,2,2,2,2,CDC16
12,3,2,12,12,3,12,12,2,CDC16
8,6,6,6,6,8,8,6,6,CDC23
3,9,3,10,10,5,3,5,5,CDC25B
5,10,10,11,10,10,5,5,10,CDC26
12,2,1,12,12,2,10,9,6,CDK11B
8,8,8,8,8,8,8,6,6,CDK13
5,5,5,5,5,5,8,5,5,CDK13
5,10,10,10,10,10,8,10,10,CDK19
2,2,2,12,12,2,6,2,2,CDC34
3,5,3,5,5,5,6,5,5,CDC37
3,5,3,5,5,5,12,5,5,CDC40
3,3,1,8,8,5,3,8,1,CDC42
12,3,1,8,6,3,3,8,1,CDC42
6,8,1,12,12,3,8,11,6,CDC42
8,6,9,8,8,9,6,3,9,CDC42BPB
6,10,3,11,6,10,5,5,5,CDC42EP1
5,5,12,9,5,3,10,12,3,CDC42EP2
2,2,9,2,2,2,12,9,9,CDC42EP3
6,5,8,11,10,8,8,8,8,CDC42EP4
8,8,6,8,8,8,8,11,6,CDC42SE1
12,3,2,12,12,3,9,2,2,CDC42SE1
12,3,2,12,12,3,10,2,2,CDC42SE2
6,8,8,8,8,8,5,8,8,CDC42SE2
10,6,3,11,10,8,8,5,5,CDC5L
8,8,8,6,8,8,8,8,8,CDC7
6,8,8,6,6,8,12,8,8,CDCA4
3,5,3,10,5,5,2,3,3,CDCA4
12,6,9,3,3,5,3,5,5,CDCA7
12,8,12,11,6,8,5,2,2,CDCA7L
5,10,10,10,10,10,10,10,10,ARHGAP31
5,10,10,10,10,10,10,10,10,CDH20
11,8,8,8,8,8,12,8,8,CDH23
6,6,6,6,8,8,5,6,6,CDH23
10,6,5,8,8,10,10,5,5,CDH23
5,6,3,5,5,3,3,5,5,CDH24
6,8,6,11,6,10,8,11,11,CDH26
8,8,6,6,6,8,8,6,6,CDIPT
8,8,8,8,8,8,8,8,8,CDK10
8,8,8,8,8,8,8,8,8,CDK10
12,3,8,11,6,9,3,8,8,CDK2
3,3,8,6,8,8,3,8,1,CDK2AP1
12,2,8,11,6,9,9,8,8,CDK2AP2
2,2,2,2,2,2,2,2,2,CDK4
8,8,8,8,8,8,8,8,8,CDK5
8,6,5,12,12,5,3,5,10,CDK5R1
12,10,5,12,3,3,2,5,10,CDK5R2
6,8,6,11,6,8,6,6,6,CDK5RAP1
6,6,6,5,5,10,8,6,6,CDK5RAP2
12,2,9,12,12,3,9,12,2,CDK5RAP2
5,5,3,5,5,3,5,3,5,CDK5RAP3
6,6,6,11,6,10,5,11,11,CDK5RAP3
10,6,10,10,10,10,8,10,10,CDK5RAP3
12,2,12,3,3,3,10,12,3,CDK6
6,8,3,11,6,8,6,3,3,CDK7
12,3,1,11,8,5,12,6,1,CDK8
3,5,3,5,5,3,5,3,5,CDK9
6,6,6,11,6,10,8,6,6,CDKAL1
9,3,5,9,3,3,5,10,10,CDKL3
3,10,5,5,5,5,8,3,3,CDKN1A
8,8,8,8,8,8,8,8,8,CDKN1B
12,5,12,12,12,2,2,12,2,CDKN1B
2,10,12,2,2,2,12,12,2,CDKN1C
10,10,5,10,10,10,10,3,3,CDKN2AIP
3,5,10,10,10,10,10,10,10,CDKN2AIPNL
8,5,10,9,10,5,5,11,6,CDKN2B
12,10,9,3,3,3,3,9,11,CDKN2B
8,8,8,8,8,8,8,8,8,CDKN2D
10,6,10,11,6,10,8,10,10,CDR2
12,5,12,12,12,3,5,12,3,CDS2
12,6,9,2,2,2,5,5,5,CDV3
10,8,6,11,6,10,10,6,6,CDV3
2,2,2,2,2,2,2,2,2,CDYL
8,8,8,6,6,8,8,8,8,CDYL2
2,10,2,2,2,2,9,2,2,CEACAM21
10,10,10,10,5,5,12,10,10,CEACAM3
8,8,6,6,6,8,5,6,6,CEACAM4
12,6,3,12,12,2,5,3,5,CEBPA
3,8,3,5,3,3,10,3,3,CEBPB
12,5,3,3,12,3,5,3,3,CEBPD
8,8,8,8,8,8,8,8,8,CEBPE
3,5,3,3,3,5,3,3,3,CEBPG
2,5,2,2,2,2,10,2,2,CEBPZ
8,8,8,8,8,8,8,8,8,CECR1
5,10,5,10,10,5,5,10,5,CECR1
3,3,3,3,3,3,10,3,3,CECR5
3,8,5,5,5,5,5,5,5,CECR5
8,8,8,8,8,8,8,8,8,CECR6
8,10,10,6,6,10,8,10,11,CELSR2
2,5,12,2,2,2,12,12,2,CENPB
10,8,10,5,5,5,6,11,11,CENPBD1
2,3,2,2,2,2,2,2,2,CENPC
8,8,8,6,8,8,10,8,8,CENPE
12,6,3,12,12,3,5,3,5,CENPH
3,2,12,12,12,2,6,12,2,CENPJ
8,8,8,8,8,8,8,8,8,CENPN
3,5,3,3,3,3,6,3,5,CENPQ
6,6,10,10,10,10,10,10,11,CENPT
5,8,10,3,3,3,5,10,10,CENPV
8,8,8,8,8,8,8,8,8,ADAP1
12,2,3,3,3,3,12,3,3,ACAP2
8,8,8,8,8,8,8,8,8,ACAP2
11,8,6,6,8,8,6,11,11,ARAP2
6,6,6,11,10,10,8,6,6,ARAP1
11,8,8,8,8,8,12,6,8,AGAP3
5,6,6,6,6,5,10,6,6,CNTRL
12,6,3,12,12,2,5,3,5,CEP120
8,8,8,8,8,8,8,8,8,CEP135
9,5,5,9,10,5,10,9,10,CEP152
11,2,2,2,2,2,2,2,2,CEP152
3,10,5,3,3,3,3,5,5,CEP164
8,8,8,8,8,8,8,8,8,CEP170
8,8,6,8,8,8,8,6,6,CEP192
10,10,10,10,10,10,5,10,10,HAUS2
8,8,6,8,8,8,8,11,11,CEP350
10,6,6,6,6,10,8,6,6,CEP57
5,10,10,5,5,5,3,5,10,CEP63
8,8,8,8,8,8,5,8,8,CEP63
5,10,12,3,3,3,12,12,3,CEP72
3,5,3,3,3,5,5,3,3,CEP78
8,8,8,8,8,8,8,8,8,CEPT1
8,8,8,8,8,8,8,8,8,CEPT1
11,2,12,12,12,2,6,12,3,CEPT1
10,5,10,10,10,10,10,5,5,CERK
8,8,8,8,8,8,8,8,8,CERK
8,8,8,8,8,8,8,8,8,CERKL
10,10,10,6,8,8,10,10,10,CES1
12,8,3,12,12,2,3,3,3,CES2
8,6,8,8,8,8,8,8,8,CES3
10,5,6,11,10,10,12,11,6,CES4A
6,10,6,6,8,8,8,6,6,CETN3
2,3,12,2,2,2,12,12,2,CETP
2,10,12,2,2,2,10,12,2,CETP
5,10,3,10,10,5,5,3,5,CFD
2,10,12,2,2,2,9,12,2,CFDP1
3,3,10,5,5,3,3,11,11,CFH
8,8,8,8,8,8,8,8,8,CFI
6,8,8,11,6,10,8,8,8,CFL1
8,8,8,8,8,8,8,8,8,CFLAR
5,8,5,12,12,3,8,5,5,CGGBP1
12,3,3,3,3,3,2,3,3,CGGBP1
12,8,3,12,12,2,5,3,5,RRP7A
8,8,8,8,8,8,8,8,8,CGRRF1
2,3,2,2,2,2,6,2,2,CHAF1A
6,8,8,6,6,10,10,8,8,CHCHD1
2,2,2,2,2,2,2,2,2,CHCHD10
12,3,12,12,12,2,12,12,3,CHCHD3
12,3,3,12,12,3,10,3,3,CHCHD4
8,6,8,6,8,8,8,8,8,CHCHD5
6,6,6,11,6,10,10,11,11,CHCHD7
2,3,2,2,2,2,12,2,2,CHCHD7
2,3,2,2,2,2,6,12,2,COA4
12,8,3,2,2,2,8,3,3,CHCHD2
5,8,3,3,3,3,3,3,3,CHD1
12,10,12,2,12,2,3,12,2,CHD1L
5,8,10,3,3,5,12,10,10,CHD2
12,3,12,12,12,2,2,12,3,CHD3
8,8,8,8,8,8,8,8,8,CHD3
